,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1839,1840,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12,Carmen
1840,1841,2005-10-22,Local,Alquiler,Tarragona,49,452417,2006-06-19,Luisa
1842,1843,2005-10-22,Industrial,Alquiler,Tarragona,98,955500,2006-07-10,Luisa
1843,1844,2005-10-23,Parking,Alquiler,Tarragona,107,658157,2006-03-16,Pedro
1844,1845,2005-10-25,Suelo,Alquiler,Tarragona,158,938836,2006-09-05,Jesús
1846,1847,2005-10-27,Oficina,Alquiler,Tarragona,182,1499134,2006-09-07,Joaquín
1849,1850,2005-10-28,Parking,Alquiler,Barcelona,218,991900,2006-05-28,Jesús
1850,1851,2005-10-28,Parking,Venta,Tarragona,162,957582,2006-03-24,Joaquín
1852,1853,2005-10-28,Industrial,Alquiler,Barcelona,224,1422624,2006-03-12,Luisa
1853,1854,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28,Luisa
1861,1862,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12,Pedro
1862,1863,2005-11-02,Suelo,Venta,Tarragona,82,417872,2006-03-23,Luisa
1866,1867,2005-11-03,Parking,Venta,Tarragona,111,514596,2006-05-27,Luisa
1872,1873,2005-11-05,Parking,Alquiler,Tarragona,122,1162172,2006-02-26,Luisa
1876,1877,2005-11-08,Oficina,Venta,Tarragona,171,1093887,2006-04-09,Pedro
1878,1879,2005-11-08,Piso,Venta,Tarragona,59,265913,2006-05-13,Luisa
1880,1881,2005-11-09,Piso,Alquiler,Tarragona,157,1174203,2006-04-09,Pedro
1883,1884,2005-11-10,Local,Alquiler,Barcelona,246,2216214,2006-04-17,María
1884,1885,2005-11-12,Suelo,Venta,Tarragona,225,1300500,2006-07-24,Carmen
1886,1887,2005-11-13,Parking,Venta,Barcelona,156,692484,2006-02-19,Pedro
1887,1888,2005-11-13,Suelo,Venta,Tarragona,68,392972,2006-07-27,Pedro
1889,1890,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03,Carmen
1890,1891,2005-11-13,Local,Alquiler,Barcelona,89,499735,2006-08-19,María
1891,1892,2005-11-13,Industrial,Venta,Tarragona,154,1380764,2006-05-04,Carmen
1892,1893,2005-11-13,Oficina,Alquiler,Barcelona,70,526680,2006-02-17,Joaquín
1896,1897,2005-11-15,Oficina,Alquiler,Barcelona,62,421290,2006-05-21,Joaquín
1898,1899,2005-11-16,Industrial,Alquiler,Barcelona,114,878940,2006-10-18,Luisa
1899,1900,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01,Carmen
1900,1901,2005-11-17,Piso,Alquiler,Tarragona,161,917378,2006-05-04,Carmen
1902,1903,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05,Pedro
1903,1904,2005-11-19,Oficina,Venta,Tarragona,220,1601600,2006-05-05,Luisa
1905,1906,2005-11-20,Local,Alquiler,Tarragona,90,416430,2006-11-01,Jesús
1906,1907,2005-11-20,Suelo,Venta,Tarragona,106,501380,2006-10-16,Jesús
1908,1909,2005-11-21,Parking,Alquiler,Tarragona,119,508606,2006-08-17,Carmen
1909,1910,2005-11-21,Suelo,Alquiler,Tarragona,185,1179190,2006-03-14,Luisa
1910,1911,2005-11-21,Casa,Alquiler,Barcelona,113,1059827,2006-10-21,Joaquín
1912,1913,2005-11-22,Industrial,Alquiler,Tarragona,287,1926344,2006-06-18,María
1916,1917,2005-11-23,Local,Venta,Tarragona,58,426010,2006-03-09,Joaquín
1918,1919,2005-11-23,Oficina,Alquiler,Tarragona,44,363968,2006-09-02,Carmen
1921,1922,2005-11-24,Casa,Venta,Tarragona,223,1360523,2006-03-02,Jesús
1922,1923,2005-11-24,Suelo,Alquiler,Tarragona,287,1276289,2006-04-19,María
1923,1924,2005-11-25,Parking,Alquiler,Tarragona,295,2613405,2006-11-23,Carmen
1924,1925,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14,Joaquín
1927,1928,2005-11-26,Piso,Alquiler,Tarragona,179,1674903,2006-04-30,Jesús
1929,1930,2005-11-26,Industrial,Alquiler,Tarragona,276,1539252,2006-09-20,Pedro
1930,1931,2005-11-27,Casa,Alquiler,Tarragona,288,1228320,2006-09-23,Jesús
1932,1933,2005-11-27,Industrial,Alquiler,Barcelona,180,1688040,2006-07-07,Luisa
1933,1934,2005-11-28,Industrial,Alquiler,Tarragona,105,1021230,2006-09-17,Carmen
1934,1935,2005-11-28,Industrial,Alquiler,Tarragona,80,405280,2006-03-29,Carmen
1935,1936,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14,Luisa
1937,1938,2005-11-29,Local,Venta,Tarragona,154,783860,2006-05-10,Carmen
1945,1946,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10,Joaquín
1947,1948,2005-12-04,Casa,Alquiler,Barcelona,176,1685904,2006-07-29,Pedro
1948,1949,2005-12-05,Piso,Venta,Barcelona,85,693515,2006-03-31,Luisa
1949,1950,2005-12-05,Industrial,Venta,Barcelona,67,324213,2006-04-10,Luisa
1954,1955,2005-12-07,Casa,Venta,Barcelona,150,753900,2006-03-30,María
1956,1957,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18,Luisa
1958,1959,2005-12-09,Casa,Venta,Tarragona,203,1002211,2006-10-04,María
1959,1960,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10,María
1960,1961,2005-12-09,Suelo,Venta,Barcelona,171,807120,2006-11-21,Pedro
1961,1962,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01,Carmen
1962,1963,2005-12-12,Oficina,Alquiler,Tarragona,117,536679,2006-07-19,Joaquín
1965,1966,2005-12-13,Local,Venta,Barcelona,66,270996,2006-07-04,Luisa
1968,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
1969,1970,2005-12-16,Casa,Venta,Barcelona,106,856692,2006-06-12,María
1971,1972,2005-12-17,Casa,Alquiler,Tarragona,154,814968,2006-11-26,María
1974,1975,2005-12-17,Suelo,Alquiler,Barcelona,147,907137,2006-06-19,Jesús
1975,1976,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15,Carmen
1976,1977,2005-12-18,Local,Alquiler,Tarragona,207,1395387,2006-05-18,Luisa
1977,1978,2005-12-19,Casa,Venta,Tarragona,162,696762,2006-07-06,Pedro
1978,1979,2005-12-20,Industrial,Alquiler,Barcelona,238,2136288,2006-09-01,María
1981,1982,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03,Luisa
1982,1983,2005-12-21,Suelo,Alquiler,Barcelona,243,2390634,2006-06-26,Luisa
1983,1984,2005-12-21,Oficina,Venta,Tarragona,110,701250,2006-11-11,Luisa
1984,1985,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29,Pedro
1985,1986,2005-12-21,Oficina,Alquiler,Barcelona,190,940500,2006-12-11,Joaquín
1988,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
1989,1990,2005-12-22,Suelo,Alquiler,Tarragona,203,2021880,2006-04-29,Joaquín
1990,1991,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03,Jesús
1994,1995,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04,Pedro
1995,1996,2005-12-23,Industrial,Venta,Tarragona,178,1642584,2006-12-18,Luisa
1996,1997,2005-12-23,Casa,Venta,Tarragona,206,1058840,2006-04-02,Jesús
1997,1998,2005-12-24,Local,Venta,Tarragona,264,2303928,2006-04-17,Luisa
1998,1999,2005-12-24,Piso,Venta,Tarragona,243,1693710,2006-05-23,Pedro
1999,2000,2005-12-25,Oficina,Venta,Tarragona,96,456672,2006-07-01,Pedro
2000,2001,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
2001,2002,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28,María
2002,2003,2005-12-26,Piso,Alquiler,Tarragona,300,1432500,2006-06-21,María
2003,2004,2005-12-26,Oficina,Alquiler,Barcelona,56,296856,2006-06-06,María
2006,2007,2005-12-27,Oficina,Alquiler,Barcelona,54,402462,2006-10-06,Pedro
2007,2008,2005-12-27,Casa,Alquiler,Barcelona,221,1401361,2006-03-30,Jesús
2008,2009,2005-12-27,Parking,Alquiler,Tarragona,137,927627,2006-12-05,Pedro
2009,2010,2005-12-27,Piso,Venta,Barcelona,158,1040746,2006-09-25,Luisa
2011,2012,2005-12-30,Piso,Venta,Tarragona,94,924866,2006-12-23,Jesús
2016,2017,2005-12-31,Parking,Alquiler,Barcelona,202,1329968,2006-10-22,María
2017,2018,2006-01-01,Industrial,Venta,Barcelona,75,545925,2006-09-08,Joaquín
2018,2019,2006-01-01,Parking,Alquiler,Tarragona,204,1347420,2006-07-13,Jesús
2021,2022,2006-01-02,Industrial,Venta,Tarragona,129,588756,2006-09-05,Carmen
2025,2026,2006-01-03,Oficina,Alquiler,Barcelona,216,1109808,2006-06-24,Joaquín
2027,2028,2006-01-03,Local,Venta,Barcelona,122,680760,2006-05-01,María
2028,2029,2006-01-03,Local,Alquiler,Barcelona,179,1176209,2006-06-29,Carmen
2029,2030,2006-01-03,Casa,Alquiler,Barcelona,229,2219468,2006-07-12,Luisa
2035,2036,2006-01-05,Parking,Venta,Barcelona,90,446940,2006-06-26,María
2036,2037,2006-01-06,Local,Venta,Barcelona,110,700700,2006-04-20,Pedro
2037,2038,2006-01-06,Local,Alquiler,Barcelona,283,2107784,2006-04-19,María
2038,2039,2006-01-06,Parking,Venta,Barcelona,199,1139076,2006-06-21,Joaquín
2040,2041,2006-01-07,Industrial,Venta,Tarragona,120,823200,2006-09-02,María
2041,2042,2006-01-08,Suelo,Venta,Barcelona,80,539280,2006-08-01,María
2044,2045,2006-01-09,Piso,Alquiler,Tarragona,194,1792560,2006-05-05,Joaquín
2046,2047,2006-01-09,Piso,Alquiler,Barcelona,249,2053005,2006-07-24,Luisa
2047,2048,2006-01-10,Local,Venta,Tarragona,170,1102280,2006-08-05,Pedro
2048,2049,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04,Jesús
2049,2050,2006-01-10,Casa,Alquiler,Barcelona,180,1741320,2006-06-08,María
2050,2051,2006-01-11,Parking,Venta,Tarragona,130,1275560,2006-11-13,María
2053,2054,2006-01-11,Oficina,Venta,Tarragona,247,1568697,2006-05-14,Luisa
2054,2055,2006-01-11,Industrial,Alquiler,Barcelona,271,1196465,2006-08-05,Jesús
2056,2057,2006-01-12,Industrial,Alquiler,Barcelona,54,419256,2006-11-30,María
2057,2058,2006-01-13,Industrial,Alquiler,Tarragona,122,1184376,2006-10-03,Luisa
2058,2059,2006-01-13,Oficina,Alquiler,Barcelona,98,738430,2006-12-28,Luisa
2059,2060,2006-01-13,Oficina,Venta,Barcelona,207,1437408,2006-08-21,María
2062,2063,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03,María
2063,2064,2006-01-14,Industrial,Alquiler,Barcelona,144,1331856,2006-12-19,Luisa
2064,2065,2006-01-14,Casa,Venta,Tarragona,148,873200,2006-09-26,Pedro
2068,2069,2006-01-15,Oficina,Alquiler,Barcelona,199,1685132,2006-11-07,Joaquín
2069,2070,2006-01-15,Suelo,Venta,Barcelona,245,2399040,2006-05-31,Joaquín
2071,2072,2006-01-15,Casa,Venta,Barcelona,93,808170,2006-07-03,Jesús
2073,2074,2006-01-16,Industrial,Venta,Barcelona,80,363280,2006-12-19,Pedro
2075,2076,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20,Carmen
2077,2078,2006-01-17,Oficina,Alquiler,Barcelona,123,609342,2006-05-10,Carmen
2078,2079,2006-01-17,Industrial,Alquiler,Barcelona,221,1411969,2006-07-26,Pedro
2081,2082,2006-01-19,Piso,Alquiler,Tarragona,114,938562,2006-06-16,María
2086,2087,2006-01-20,Parking,Alquiler,Barcelona,265,2119735,2006-10-15,Pedro
2088,2089,2006-01-21,Suelo,Alquiler,Tarragona,41,255061,2006-12-15,Pedro
2092,2093,2006-01-23,Industrial,Alquiler,Tarragona,293,1182841,2006-06-15,María
2096,2097,2006-01-23,Local,Alquiler,Tarragona,190,1469460,2007-01-10,Carmen
2100,2101,2006-01-24,Piso,Venta,Tarragona,220,1522840,2006-05-02,María
2101,2102,2006-01-24,Local,Venta,Tarragona,197,1489911,2006-04-24,Carmen
2102,2103,2006-01-25,Casa,Alquiler,Tarragona,229,1447509,2006-04-29,Joaquín
2103,2104,2006-01-25,Oficina,Venta,Barcelona,223,1970874,2006-06-08,Joaquín
2105,2106,2006-01-25,Parking,Alquiler,Tarragona,212,1440540,2006-10-10,Jesús
2107,2108,2006-01-26,Oficina,Venta,Tarragona,139,1197485,2007-01-24,Pedro
2109,2110,2006-01-26,Suelo,Alquiler,Barcelona,273,1528254,2006-06-15,Pedro
2111,2112,2006-01-26,Parking,Venta,Tarragona,81,709560,2006-06-28,Joaquín
2114,2115,2006-01-28,Casa,Alquiler,Tarragona,254,1713992,2006-07-08,Pedro
2115,2116,2006-01-28,Parking,Alquiler,Tarragona,294,1355046,2006-10-02,Jesús
2120,2121,2006-01-30,Industrial,Alquiler,Tarragona,169,810186,2006-12-05,Joaquín
2122,2123,2006-01-31,Local,Venta,Barcelona,56,550816,2006-12-03,Jesús
2124,2125,2006-02-01,Casa,Venta,Barcelona,95,650750,2006-09-24,Carmen
2125,2126,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13,María
2128,2129,2006-02-02,Casa,Alquiler,Barcelona,234,1286766,2006-10-12,Luisa
2130,2131,2006-02-02,Oficina,Alquiler,Tarragona,288,1820448,2006-11-13,Joaquín
2131,2132,2006-02-03,Suelo,Alquiler,Tarragona,210,1482810,2006-11-23,Carmen
2132,2133,2006-02-03,Casa,Venta,Barcelona,40,190280,2006-11-22,Joaquín
2134,2135,2006-02-04,Industrial,Alquiler,Tarragona,283,1709037,2006-07-14,Carmen
2135,2136,2006-02-04,Piso,Venta,Tarragona,68,669664,2006-05-29,Jesús
2136,2137,2006-02-04,Local,Venta,Tarragona,216,1204200,2007-01-17,Joaquín
2141,2142,2006-02-06,Suelo,Alquiler,Tarragona,88,808192,2007-01-17,Carmen
2142,2143,2006-02-06,Parking,Alquiler,Tarragona,124,536672,2007-01-30,María
2143,2144,2006-02-07,Piso,Alquiler,Tarragona,218,1677728,2006-05-19,Pedro
2144,2145,2006-02-07,Oficina,Venta,Tarragona,46,224342,2006-06-14,Jesús
2145,2146,2006-02-07,Piso,Venta,Tarragona,95,570760,2006-07-01,María
2146,2147,2006-02-07,Casa,Venta,Barcelona,104,682240,2006-08-30,Jesús
2147,2148,2006-02-07,Oficina,Alquiler,Tarragona,206,1747292,2006-06-11,Carmen
2148,2149,2006-02-08,Oficina,Alquiler,Barcelona,142,693244,2006-09-19,Jesús
2149,2150,2006-02-08,Industrial,Alquiler,Barcelona,211,1155436,2006-12-27,Pedro
2151,2152,2006-02-09,Piso,Venta,Barcelona,293,1298869,2006-07-11,Jesús
2152,2153,2006-02-09,Parking,Venta,Barcelona,227,2001232,2006-12-06,María
2155,2156,2006-02-09,Industrial,Alquiler,Tarragona,259,1627556,2006-05-30,María
2156,2157,2006-02-10,Casa,Venta,Tarragona,254,1522222,2007-02-05,María
2157,2158,2006-02-11,Casa,Venta,Tarragona,96,652896,2006-11-07,Joaquín
2158,2159,2006-02-11,Oficina,Venta,Barcelona,233,1157544,2006-06-10,Jesús
2159,2160,2006-02-12,Piso,Alquiler,Tarragona,118,734786,2006-07-19,Joaquín
2161,2162,2006-02-12,Piso,Alquiler,Barcelona,184,864248,2006-07-18,María
2163,2164,2006-02-12,Oficina,Venta,Tarragona,62,506540,2006-10-08,Joaquín
2164,2165,2006-02-13,Casa,Venta,Barcelona,83,444299,2007-01-18,Joaquín
2166,2167,2006-02-15,Suelo,Venta,Barcelona,149,1436211,2007-02-01,María
2167,2168,2006-02-15,Piso,Alquiler,Tarragona,84,481992,2006-07-28,Jesús
2168,2169,2006-02-15,Suelo,Venta,Tarragona,227,2069786,2006-10-16,Luisa
2169,2170,2006-02-15,Parking,Alquiler,Tarragona,132,973764,2006-05-19,Joaquín
2170,2171,2006-02-16,Industrial,Alquiler,Barcelona,114,636918,2007-01-10,Luisa
2172,2173,2006-02-16,Oficina,Venta,Tarragona,279,2331324,2006-08-02,Joaquín
2175,2176,2006-02-16,Suelo,Alquiler,Tarragona,276,1302720,2006-11-09,María
2176,2177,2006-02-17,Suelo,Alquiler,Barcelona,78,366132,2006-11-20,Jesús
2179,2180,2006-02-17,Piso,Alquiler,Tarragona,101,673670,2006-07-05,Pedro
2181,2182,2006-02-18,Industrial,Venta,Tarragona,126,1031058,2006-09-13,Carmen
2182,2183,2006-02-18,Local,Venta,Tarragona,55,262185,2007-02-02,Joaquín
2183,2184,2006-02-18,Suelo,Alquiler,Tarragona,107,839522,2006-08-11,Luisa
2185,2186,2006-02-20,Parking,Alquiler,Barcelona,228,1815336,2006-06-10,Jesús
2186,2187,2006-02-20,Industrial,Alquiler,Tarragona,71,342078,2006-12-28,Pedro
2189,2190,2006-02-20,Piso,Venta,Tarragona,217,1912638,2006-10-22,Luisa
2190,2191,2006-02-20,Casa,Alquiler,Tarragona,88,544896,2006-12-08,Carmen
2192,2193,2006-02-21,Parking,Alquiler,Barcelona,260,2470000,2006-05-27,Luisa
2193,2194,2006-02-21,Local,Alquiler,Tarragona,154,1109262,2006-06-06,Carmen
2195,2196,2006-02-22,Oficina,Alquiler,Barcelona,64,319616,2006-07-06,Carmen
2197,2198,2006-02-22,Local,Venta,Barcelona,110,704770,2007-01-17,Pedro
2198,2199,2006-02-22,Industrial,Venta,Tarragona,193,982563,2006-05-26,Pedro
2200,2201,2006-02-24,Industrial,Alquiler,Barcelona,257,1598283,2007-02-03,Luisa
2201,2202,2006-02-24,Parking,Venta,Barcelona,135,764505,2006-06-10,Pedro
2202,2203,2006-02-24,Casa,Alquiler,Tarragona,78,443976,2006-07-17,Jesús
2203,2204,2006-02-27,Industrial,Alquiler,Tarragona,81,788697,2006-08-18,Luisa
2206,2207,2006-02-28,Casa,Venta,Barcelona,281,2577332,2006-07-03,Carmen
2207,2208,2006-02-28,Industrial,Venta,Tarragona,100,888900,2006-08-02,Joaquín
2208,2209,2006-03-01,Oficina,Venta,Tarragona,296,1761200,2007-02-13,Joaquín
2211,2212,2006-03-01,Local,Venta,Barcelona,287,1351196,2006-06-18,Jesús
2216,2217,2006-03-03,Local,Venta,Tarragona,130,703950,2006-10-28,María
2217,2218,2006-03-03,Casa,Alquiler,Barcelona,243,1918728,2006-07-26,Luisa
2223,2224,2006-03-05,Parking,Venta,Barcelona,293,1996209,2006-07-26,Jesús
2224,2225,2006-03-05,Suelo,Venta,Tarragona,243,1552041,2006-12-03,Luisa
2227,2228,2006-03-06,Suelo,Venta,Tarragona,176,1463264,2006-12-21,Pedro
2231,2232,2006-03-07,Parking,Venta,Barcelona,227,2257515,2007-02-06,Luisa
2233,2234,2006-03-08,Oficina,Alquiler,Barcelona,177,1191033,2006-06-27,Carmen
2234,2235,2006-03-08,Suelo,Venta,Barcelona,62,500836,2007-02-16,Joaquín
2235,2236,2006-03-08,Piso,Venta,Tarragona,138,1343844,2007-01-01,Carmen
2236,2237,2006-03-08,Industrial,Venta,Tarragona,248,1460224,2007-01-26,María
2238,2239,2006-03-09,Oficina,Alquiler,Tarragona,272,1705712,2006-06-19,Joaquín
2241,2242,2006-03-11,Industrial,Venta,Tarragona,84,708792,2007-02-26,Luisa
2242,2243,2006-03-11,Piso,Alquiler,Barcelona,45,446940,2006-07-17,Pedro
2244,2245,2006-03-13,Parking,Alquiler,Barcelona,182,1489124,2007-02-22,Pedro
2246,2247,2006-03-13,Industrial,Alquiler,Tarragona,214,1331936,2006-12-04,Joaquín
2247,2248,2006-03-13,Casa,Venta,Barcelona,143,616044,2007-01-19,Carmen
2249,2250,2006-03-14,Industrial,Alquiler,Barcelona,63,343602,2006-10-16,Carmen
2252,2253,2006-03-16,Piso,Venta,Tarragona,258,1646556,2006-11-30,Carmen
2253,2254,2006-03-16,Oficina,Alquiler,Tarragona,87,603780,2007-03-07,Joaquín
2255,2256,2006-03-17,Industrial,Alquiler,Barcelona,121,764115,2006-11-19,Joaquín
2257,2258,2006-03-18,Parking,Alquiler,Barcelona,60,358620,2006-11-26,María
2259,2260,2006-03-19,Oficina,Alquiler,Barcelona,83,743265,2007-01-03,Joaquín
2261,2262,2006-03-20,Piso,Venta,Tarragona,199,1685729,2006-12-27,Luisa
2262,2263,2006-03-20,Casa,Alquiler,Tarragona,220,1550780,2006-10-21,Carmen
2264,2265,2006-03-21,Local,Alquiler,Tarragona,149,948832,2007-01-14,Joaquín
2266,2267,2006-03-21,Local,Venta,Barcelona,151,776442,2006-08-21,Jesús
2268,2269,2006-03-23,Industrial,Venta,Tarragona,185,867465,2007-02-05,María
2271,2272,2006-03-24,Local,Alquiler,Tarragona,191,926350,2006-09-22,Carmen
2272,2273,2006-03-25,Piso,Alquiler,Tarragona,150,1396200,2006-07-31,Pedro
2274,2275,2006-03-26,Suelo,Venta,Tarragona,114,461130,2006-12-26,Joaquín
2275,2276,2006-03-26,Casa,Alquiler,Barcelona,235,2145315,2007-02-09,Joaquín
2277,2278,2006-03-26,Oficina,Alquiler,Tarragona,294,2427558,2007-01-30,Pedro
2278,2279,2006-03-28,Oficina,Venta,Tarragona,66,328482,2006-12-14,Joaquín
2279,2280,2006-03-28,Parking,Alquiler,Tarragona,290,1442460,2007-01-28,Carmen
2280,2281,2006-03-28,Suelo,Alquiler,Barcelona,254,1558036,2007-03-15,María
2281,2282,2006-03-29,Casa,Venta,Tarragona,76,385396,2007-02-17,Jesús
2286,2287,2006-03-30,Suelo,Venta,Tarragona,230,1690730,2006-11-15,Carmen
2288,2289,2006-03-31,Industrial,Venta,Barcelona,111,882783,2006-09-07,María
2291,2292,2006-03-31,Suelo,Venta,Barcelona,295,1490930,2007-03-14,Joaquín
2292,2293,2006-04-01,Local,Venta,Tarragona,102,828138,2006-11-12,Carmen
2293,2294,2006-04-01,Suelo,Venta,Tarragona,112,485520,2006-12-08,Luisa
2294,2295,2006-04-01,Local,Venta,Barcelona,155,1425690,2006-11-08,Jesús
2295,2296,2006-04-01,Casa,Alquiler,Tarragona,118,746940,2006-11-25,Jesús
2297,2298,2006-04-01,Oficina,Venta,Tarragona,118,733134,2007-01-21,Jesús
2299,2300,2006-04-02,Oficina,Venta,Tarragona,128,1213312,2006-11-02,María
2300,2301,2006-04-02,Casa,Alquiler,Tarragona,190,1760920,2006-10-22,Jesús
2301,2302,2006-04-03,Suelo,Alquiler,Tarragona,123,978588,2006-08-09,Jesús
2303,2304,2006-04-04,Local,Venta,Barcelona,185,779220,2006-10-26,María
2304,2305,2006-04-04,Casa,Alquiler,Barcelona,180,1071720,2007-03-31,Carmen
2306,2307,2006-04-05,Local,Alquiler,Tarragona,154,1405404,2006-09-08,María
2308,2309,2006-04-05,Parking,Venta,Tarragona,298,2236490,2007-01-07,Joaquín
2313,2314,2006-04-07,Suelo,Alquiler,Barcelona,234,1475136,2006-09-18,Carmen
2316,2317,2006-04-08,Parking,Venta,Tarragona,151,737635,2007-03-12,Carmen
2317,2318,2006-04-08,Suelo,Venta,Tarragona,179,809080,2006-09-01,Jesús
2319,2320,2006-04-09,Oficina,Alquiler,Tarragona,113,704894,2007-01-27,Carmen
2320,2321,2006-04-09,Casa,Alquiler,Tarragona,58,407044,2006-08-29,Jesús
2321,2322,2006-04-09,Casa,Alquiler,Barcelona,45,402885,2007-03-28,Joaquín
2322,2323,2006-04-09,Local,Venta,Tarragona,141,1058628,2007-01-29,Luisa
2324,2325,2006-04-10,Parking,Alquiler,Barcelona,89,711199,2006-08-21,Carmen
2326,2327,2006-04-11,Industrial,Venta,Tarragona,161,1240827,2007-03-05,Carmen
2327,2328,2006-04-11,Local,Alquiler,Barcelona,130,1276600,2007-01-04,María
2328,2329,2006-04-12,Local,Venta,Tarragona,188,1772840,2006-12-08,Pedro
2329,2330,2006-04-12,Parking,Alquiler,Tarragona,124,1026596,2007-03-28,Carmen
2333,2334,2006-04-13,Industrial,Venta,Barcelona,288,1781568,2006-09-24,María
2335,2336,2006-04-14,Industrial,Alquiler,Barcelona,189,1192401,2007-03-20,Carmen
2336,2337,2006-04-14,Local,Venta,Barcelona,193,1826938,2006-09-12,Pedro
2339,2340,2006-04-16,Casa,Venta,Tarragona,196,1670116,2006-09-19,Pedro
2344,2345,2006-04-20,Oficina,Alquiler,Barcelona,89,673552,2007-01-21,Luisa
2351,2352,2006-04-22,Local,Venta,Tarragona,252,1690164,2006-11-16,María
2352,2353,2006-04-22,Oficina,Venta,Barcelona,160,745600,2007-01-06,Joaquín
2354,2355,2006-04-22,Casa,Venta,Barcelona,289,1504823,2006-10-31,Luisa
2359,2360,2006-04-25,Piso,Alquiler,Tarragona,212,1203524,2007-04-14,Luisa
2360,2361,2006-04-26,Local,Venta,Barcelona,218,2136182,2007-01-14,Luisa
2361,2362,2006-04-26,Industrial,Alquiler,Tarragona,187,1359677,2007-02-12,Pedro
2362,2363,2006-04-27,Parking,Alquiler,Tarragona,286,2398682,2006-08-06,Joaquín
2364,2365,2006-04-28,Local,Alquiler,Tarragona,279,1794807,2006-11-18,Luisa
2365,2366,2006-04-28,Parking,Alquiler,Tarragona,270,1716390,2006-11-22,Jesús
2366,2367,2006-04-29,Local,Venta,Tarragona,243,2047761,2006-10-12,María
2372,2373,2006-04-30,Piso,Venta,Barcelona,200,1996000,2006-08-05,Joaquín
2375,2376,2006-05-01,Casa,Alquiler,Tarragona,296,2813776,2006-10-22,Luisa
2377,2378,2006-05-02,Local,Venta,Barcelona,292,1538256,2007-05-01,Jesús
2378,2379,2006-05-02,Piso,Venta,Barcelona,233,1220454,2007-04-18,Carmen
2379,2380,2006-05-02,Piso,Alquiler,Tarragona,238,1953742,2006-12-19,Joaquín
2381,2382,2006-05-03,Casa,Venta,Barcelona,148,749472,2006-10-26,María
2384,2385,2006-05-03,Industrial,Alquiler,Barcelona,188,1769644,2007-02-23,Carmen
2390,2391,2006-05-08,Casa,Alquiler,Barcelona,257,1591344,2007-01-19,Luisa
2392,2393,2006-05-09,Piso,Alquiler,Tarragona,283,2072692,2006-10-02,Carmen
2394,2395,2006-05-10,Piso,Alquiler,Tarragona,300,2585100,2006-10-15,Luisa
2395,2396,2006-05-11,Local,Venta,Barcelona,170,1602930,2006-11-05,Joaquín
2396,2397,2006-05-12,Parking,Alquiler,Barcelona,236,2001280,2007-03-04,Jesús
2397,2398,2006-05-12,Parking,Alquiler,Tarragona,92,506184,2006-12-29,María
2398,2399,2006-05-12,Piso,Venta,Tarragona,106,729280,2007-03-22,Jesús
2404,2405,2006-05-14,Parking,Alquiler,Barcelona,210,1371720,2007-03-26,Pedro
2405,2406,2006-05-14,Suelo,Alquiler,Tarragona,197,1840571,2006-10-10,Luisa
2406,2407,2006-05-14,Local,Venta,Barcelona,139,560170,2006-08-27,Jesús
2407,2408,2006-05-14,Piso,Alquiler,Tarragona,199,817094,2006-10-12,María
2409,2410,2006-05-15,Parking,Venta,Tarragona,67,615663,2007-03-24,Jesús
2410,2411,2006-05-15,Industrial,Venta,Tarragona,201,1163388,2007-01-24,Joaquín
2412,2413,2006-05-16,Suelo,Alquiler,Tarragona,123,499380,2006-08-17,Joaquín
2420,2421,2006-05-19,Industrial,Alquiler,Tarragona,49,248283,2007-04-14,María
2421,2422,2006-05-19,Industrial,Venta,Tarragona,280,2370200,2007-02-04,Luisa
2423,2424,2006-05-20,Oficina,Alquiler,Barcelona,225,1752975,2006-09-22,Jesús
