,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
976,977,2004-12-16,Suelo,Alquiler,Barcelona,199,1494490,2005-04-04,Joaquín
977,978,2004-12-17,Casa,Venta,Tarragona,115,659295,2005-10-09,María
978,979,2004-12-18,Casa,Alquiler,Barcelona,97,672792,2005-05-23,Joaquín
979,980,2004-12-18,Suelo,Venta,Barcelona,122,589016,2005-10-04,Joaquín
980,981,2004-12-18,Local,Venta,Girona,278,2273762,2005-11-30,Pedro
981,982,2004-12-19,Casa,Alquiler,Barcelona,212,1588940,2005-08-29,Carmen
982,983,2004-12-19,Oficina,Alquiler,Barcelona,250,1127750,2005-04-04,Luisa
983,984,2004-12-19,Suelo,Alquiler,Lleida,278,1678286,2005-04-20,Jesús
984,985,2004-12-20,Piso,Alquiler,Barcelona,270,2427300,2005-09-06,Pedro
985,986,2004-12-20,Suelo,Alquiler,Lleida,212,1753240,2005-05-14,Joaquín
986,987,2004-12-21,Industrial,Venta,Lleida,258,1894752,2005-08-21,Carmen
987,988,2004-12-21,Casa,Alquiler,Tarragona,225,2000475,2005-07-12,Jesús
988,989,2004-12-21,Piso,Venta,Lleida,81,528120,2005-07-09,Joaquín
989,990,2004-12-21,Industrial,Venta,Barcelona,182,1717898,2005-04-24,Pedro
990,991,2004-12-21,Oficina,Venta,Barcelona,233,1870757,2005-10-13,Luisa
991,992,2004-12-22,Piso,Alquiler,Girona,281,2326118,2005-07-22,María
992,993,2004-12-22,Industrial,Venta,Tarragona,201,1911510,2005-06-23,Luisa
993,994,2004-12-22,Local,Venta,Girona,187,1346961,2005-12-20,Joaquín
994,995,2004-12-22,Oficina,Venta,Tarragona,180,1414800,2005-05-29,Joaquín
995,996,2004-12-23,Parking,Alquiler,Girona,88,690184,2005-05-29,Carmen
996,997,2004-12-23,Industrial,Alquiler,Girona,66,448932,2005-09-01,Pedro
997,998,2004-12-23,Local,Venta,Girona,219,2101743,2005-07-30,Luisa
998,999,2004-12-23,Industrial,Venta,Girona,67,430743,2005-06-06,Pedro
999,1000,2004-12-24,Parking,Venta,Lleida,300,2707200,2005-10-15,Luisa
